IDDate,ID,Date,DatePlus15,Week,Rank,Total GR,Total GR Rec,Total GR Given,GR AF,TotalKnownDuration,FreqTotalGR,FreqGRRec,FreqGRGiven,FreqGRAF,5mAF,5mAllAdults,Scansperday,FreqAFProx,FreqAllAdultProx
8D64/7/2015,8D6,4/7/15,4/22/15,15,24,0:00:11,0:00:11,0:00:00,0:00:00,1:00:34,0.003026968,0.003026968,0,0,5,6,14,0.357142857,0.428571429
8D64/8/2015,8D6,4/8/15,4/23/15,15,24,0:00:00,0:00:00,0:00:00,0:00:00,0:30:17,0,0,0,0,15,21,7,2.142857143,3
9F92/25/2015,9F9,2/25/15,3/12/15,9,21,0:00:00,0:00:00,0:00:00,0:00:00,1:01:05,0,0,0,0,16,18,14,1.142857143,1.285714286
9F92/26/2015,9F9,2/26/15,3/13/15,9,21,0:02:00,0:01:00,0:01:00,0:02:00,0:31:00,0.064516129,0.032258065,0.032258065,0.064516129,6,12,7,0.857142857,1.714285714
9F92/27/2015,9F9,2/27/15,3/14/15,9,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:07,0,0,0,0,6,6,7,0.857142857,0.857142857
9F93/10/2015,9F9,3/10/15,3/25/15,11,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:32,0,0,0,0,10,17,7,1.428571429,2.428571429
9F93/11/2015,9F9,3/11/15,3/26/15,11,21,0:00:00,0:00:00,0:00:00,0:00:00,1:01:06,0,0,0,0,21,24,14,1.5,1.714285714
9F93/16/2015,9F9,3/16/15,3/31/15,12,21,0:28:20,0:08:54,0:19:26,0:28:12,1:00:47,0.466136551,0.146421716,0.319714834,0.463942967,16,25,14,1.142857143,1.785714286
9F93/17/2015,9F9,3/17/15,4/1/15,12,21,0:11:08,0:00:26,0:10:42,0:11:08,1:06:27,0.16754452,0.006521194,0.161023326,0.16754452,19,23,14,1.357142857,1.642857143
9F93/2/2015,9F9,3/2/15,3/17/15,10,21,0:09:40,0:09:15,0:00:25,0:09:40,0:32:17,0.299432112,0.286525555,0.012906557,0.299432112,13,17,7,1.857142857,2.428571429
9F93/23/2015,9F9,3/23/15,4/7/15,13,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:28,0,0,0,0,13,18,7,1.857142857,2.571428571
9F93/26/2015,9F9,3/26/15,4/10/15,13,21,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,18,25,7,2.571428571,3.571428571
9F93/3/2015,9F9,3/3/15,3/18/15,10,21,0:06:41,0:00:22,0:06:19,0:06:41,1:00:45,0.110013717,0.006035665,0.103978052,0.110013717,27,35,14,1.928571429,2.5
9F93/6/2015,9F9,3/6/15,3/21/15,10,21,0:00:00,0:00:00,0:00:00,0:00:00,0:34:00,0,0,0,0,12,19,7,1.714285714,2.714285714
9F93/9/2015,9F9,3/9/15,3/24/15,11,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:17,0,0,0,0,5,5,7,0.714285714,0.714285714
9F94/1/2015,9F9,4/1/15,4/16/15,14,21,0:00:00,0:00:00,0:00:00,0:00:00,1:00:35,0,0,0,0,19,20,13,1.461538462,1.538461538
9F94/13/2015,9F9,4/13/15,4/28/15,16,21,0:00:00,0:00:00,0:00:00,0:00:00,1:01:52,0,0,0,0,20,28,14,1.428571429,2
9F94/15/2015,9F9,4/15/15,4/30/15,16,21,0:08:00,0:00:00,0:08:00,0:08:00,1:01:20,0.130434783,0,0.130434783,0.130434783,33,41,14,2.357142857,2.928571429
9F94/2/2015,9F9,4/2/15,4/17/15,14,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:09,0,0,0,0,0,0,7,0,0
9F94/20/2015,9F9,4/20/15,5/5/15,17,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:11,0,0,0,0,2,3,7,0.285714286,0.428571429
9F94/21/2015,9F9,4/21/15,5/6/15,17,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:47,0,0,0,0,0,3,7,0,0.428571429
9F94/22/2015,9F9,4/22/15,5/7/15,17,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:28,0,0,0,0,5,7,7,0.714285714,1
9F94/25/2015,9F9,4/25/15,5/10/15,17,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:08,0,0,0,0,3,6,7,0.428571429,0.857142857
9F94/3/2015,9F9,4/3/15,4/18/15,14,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:16,0,0,0,0,10,11,7,1.428571429,1.571428571
9F94/6/2015,9F9,4/6/15,4/21/15,15,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:04,0,0,0,0,6,6,7,0.857142857,0.857142857
9F94/7/2015,9F9,4/7/15,4/22/15,15,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:26,0,0,0,0,13,20,6,2.166666667,3.333333333
9F94/8/2015,9F9,4/8/15,4/23/15,15,21,0:00:00,0:00:00,0:00:00,0:00:00,0:29:59,0,0,0,0,1,1,6,0.166666667,0.166666667
9F94/9/2015,9F9,4/9/15,4/24/15,15,21,0:00:00,0:00:00,0:00:00,0:00:00,0:30:34,0,0,0,0,17,25,7,2.428571429,3.571428571
